Source,Target,Relation,Source_Type,Target_Type,Weight,Paper_Count,Paper_IDs,Years,Edge_Key,Transfer_Match
cyanobacteria,evolution,SEMANTIC_CO_OCCURS,EVOLUTIONARY_PROCESS;TAXON_GROUP,EVOLUTIONARY_PROCESS;TAXON_GROUP,13,13,19331657;20479965;21076133;22628533;23051004;23892224;23966031;24055553;26316331;27418325;34023075;41591172,2009.0;2010.0;2011.0;2013.0;2016.0;2021.0;2026.0,"('cyanobacteria', 'evolution')",1
environmental conditions,saxitoxin,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,ENV_FACTOR;TOXIN,ENV_FACTOR;TOXIN,13,13,21076133;22081581;24956074;25346253;28073481;29933577;30170723;30961962;32593754;34697712;36689843;38401471;41908554,2011.0;2012.0;2014.0;2016.0;2018.0;2019.0;2020.0;2022.0;2023.0;2024.0;2026.0,"('environmental conditions', 'saxitoxin')",1
neostx,saxitoxin,SEMANTIC_CO_OCCURS,TOXIN,TOXIN,13,13,10858510;14660387;19632259;21710505;23955286;25046082;25055083;25456236;27130970;28604648;30552354;35131565;37888642,2000.0;2003.0;2010.0;2013.0;2014.0;2016.0;2017.0;2018.0;2022.0;2023.0,"('neostx', 'saxitoxin')",1
alexandrium,growth and toxin,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TAXON_GROUP,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE,13,13,P054;P080;P093;P094;P110;P114;P201,2000;2003;2012;2015;2017;2022,"('alexandrium', 'growth and toxin')",1
alexandrium catenella,toxin production,SEMANTIC_CO_OCCURS;SPECIES_ASSOCIATED_WITH_TOXIN,PHRASE_TOXIN_PHENOTYPE;SPECIES;TOXIN,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE;TOXIN,13,13,P005;P023;P069;P114;P115,2011;2022;2023;2024;2025,"('alexandrium catenella', 'toxin production')",1
biosynthesis gene,dinoflagellates,SEMANTIC_CO_OCCURS,PHRASE_TAXON;TAXON_GROUP,PHRASE_GENE_MECHANISM,13,13,P003;P005;P009;P074;P077;P097;P124;P142;P169;P214,2008;2014;2020;2021;2022;2023;2024,"('biosynthesis gene', 'dinoflagellates')",1
dinoflagellates,toxin synthesis,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TAXON_GROUP,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE,13,13,P005;P009;P067;P071;P078;P118;P127;P134;P179;P216,1999;2013;2014;2020;2021;2022;2023;2025;2026,"('dinoflagellates', 'toxin synthesis')",1
gene copy number,paralytic shellfish toxins,SEMANTIC_CO_OCCURS,GENE_PRESENCE_ABSENCE;PHRASE_TOXIN_PHENOTYPE;TOXIN,GENE_PRESENCE_ABSENCE;PHRASE_GENE_MECHANISM;PHRASE_TOXIN_PHENOTYPE,13,13,P128;P159;P216;P217,2015;2018;2021,"('gene copy number', 'paralytic shellfish toxins')",1
gymnodinium,toxin production,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE;TOXIN,13,13,P001;P007;P023;P038;P081;P123;P168;P185,2011;2012;2016;2022;2023;2025;2026,"('gymnodinium', 'toxin production')",1
gymnodinium catenatum,marine dinoflagellate gymnodinium,SEMANTIC_CO_OCCURS,PHRASE_TAXON;SPECIES,PHRASE_TAXON,13,13,P001;P002;P055;P057;P137;P202;P204,2015;2016;2025;2026,"('gymnodinium catenatum', 'marine dinoflagellate gymnodinium')",1
paralytic shellfish toxins,toxic dinoflagellate,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TOXIN,PHRASE_TOXIN_PHENOTYPE,13,13,P033;P053;P054;P064;P141;P159;P200;P201;P211,2005;2006;2013;2015;2017,"('paralytic shellfish toxins', 'toxic dinoflagellate')",1
paralytic shellfish toxins,toxic species,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TOXIN,PHRASE_TOXIN_PHENOTYPE,13,13,P001;P027;P051;P061;P151;P198;P208;P230,2004;2012;2015;2018;2021;2026,"('paralytic shellfish toxins', 'toxic species')",1
pyrodinium,sxta,SEMANTIC_CO_OCCURS,GENE;TAXON_GROUP,GENE;PHRASE_GENE_MECHANISM;TAXON_GROUP,13,13,P004;P006;P007;P119;P123;P128;P131;P217;P220,2012;2015;2016;2018;2021;2022;2024,"('pyrodinium', 'sxta')",1
alexandrium fundyense,alexandrium tamarense,SEMANTIC_CO_OCCURS,SPECIES,PHRASE_TAXON;SPECIES,13,12,P004;P054;P121;P127;P151;P201,2011;2014;2015;2017;2022,"('alexandrium fundyense', 'alexandrium tamarense')",1
temperature,toxic dinoflagellate alexandrium,SEMANTIC_CO_OCCURS,ENV_FACTOR;PHRASE_TOXIN_PHENOTYPE,PHRASE_ENVIRONMENT;PHRASE_TOXIN_PHENOTYPE,13,11,P005;P054;P073;P077;P082;P085;P093;P169;P201,2000;2017;2021;2022;2023;2024,"('temperature', 'toxic dinoflagellate alexandrium')",1
cyanobacteria,phylogenetic analysis,SEMANTIC_CO_OCCURS,TAXON_GROUP,EVOLUTIONARY_PROCESS,12,12,17517427;18850059;21493030;24015317;27007634;30104548;30502809;32307073;33916821;38943258;40449983;41702991,2007.0;2008.0;2011.0;2013.0;2018.0;2020.0;2021.0;2024.0;2025.0;2026.0,"('cyanobacteria', 'phylogenetic analysis')",1
cyanobacteria,sxti,SEMANTIC_CO_OCCURS,GENE;TAXON_GROUP,GENE;TAXON_GROUP,12,12,24015317;27907126;28073495;28073499;30772567;31936211;33608790;35902522;36326655;38705616;40449983;41702991,2013.0;2016.0;2019.0;2020.0;2021.0;2022.0;2023.0;2024.0;2025.0;2026.0,"('cyanobacteria', 'sxti')",1
paralytic shellfish toxins,phosphorus,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,ENV_FACTOR;TOXIN,ENV_FACTOR;TOXIN,12,12,15892061;21533636;21985090;23894552;25825710;25877158;26239440;27542935;30203964;37087502;38142507;41334952,2005.0;2011.0;2013.0;2015.0;2016.0;2018.0;2023.0;2024.0;2025.0,"('paralytic shellfish toxins', 'phosphorus')",1
paralytic shellfish toxins,toxin profile,SEMANTIC_CO_OCCURS,TOXIN,TOXIN,12,12,10414862;10858510;21347365;22960450;24031789;27817832;28797629;30296060;30471380;33189391;36326655;39003021,1999.0;2000.0;2011.0;2012.0;2016.0;2017.0;2018.0;2019.0;2021.0;2022.0;2024.0,"('paralytic shellfish toxins', 'toxin profile')",1
saxitoxin,stx-producing,SEMANTIC_CO_OCCURS,TOXIN,TOXIN_PHENOTYPE,12,12,14660387;14718552;15294806;19627483;20935128;22628533;25055083;32593754;33526182;33980444;34200983;38393148,2003.0;2004.0;2009.0;2010.0;2013.0;2014.0;2020.0;2021.0;2024.0,"('saxitoxin', 'stx-producing')",1
alexandrium,toxic species,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TAXON_GROUP,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE,12,12,P051;P115;P130;P142;P151;P198;P224;P230,2012;2015;2021;2024,"('alexandrium', 'toxic species')",1
alexandrium catenella,toxin accumulation,SEMANTIC_CO_OCCURS;SPECIES_ASSOCIATED_WITH_TOXIN,PHRASE_TOXIN_PHENOTYPE;SPECIES;TOXIN,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE;TOXIN,12,12,P053;P200;P232,2006;2022,"('alexandrium catenella', 'toxin accumulation')",1
alexandrium minutum,nitrogen,SEMANTIC_CO_OCCURS,ENV_FACTOR;SPECIES,ENV_FACTOR;PHRASE_TAXON,12,12,P088;P089;P093;P099;P107;P214,2000;2007;2014;2016;2021;2023,"('alexandrium minutum', 'nitrogen')",1
alexandrium minutum,phosphorus,SEMANTIC_CO_OCCURS,ENV_FACTOR;SPECIES,ENV_FACTOR;PHRASE_TAXON,12,12,P088;P089;P093;P099;P107;P214,2000;2007;2014;2016;2021;2023,"('alexandrium minutum', 'phosphorus')",1
alexandrium minutum,toxin content,SEMANTIC_CO_OCCURS;SPECIES_ASSOCIATED_WITH_TOXIN,PHRASE_TAXON;SPECIES;TOXIN,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE;TOXIN,12,12,P214;P216;P217,2014;2015;2021,"('alexandrium minutum', 'toxin content')",1
alexandrium pacificum,core genes,SEMANTIC_CO_OCCURS,PHRASE_GENE_MECHANISM;SPECIES,PHRASE_GENE_MECHANISM;PHRASE_TAXON,12,12,P003;P013;P074;P097;P115;P151;P216,2015;2020;2021;2023;2024,"('alexandrium pacificum', 'core genes')",1
alexandrium spp,sxta,SEMANTIC_CO_OCCURS,GENE;PHRASE_GENE_MECHANISM,PHRASE_TAXON,12,12,P002;P004;P007;P011;P082;P115;P128;P159;P216,2015;2016;2018;2020;2021;2022;2024;2025,"('alexandrium spp', 'sxta')",1
biosynthesis gene,saxitoxin biosynthesis,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM;PHRASE_TOXIN_PHENOTYPE,PHRASE_GENE_MECHANISM,12,12,P003;P005;P009;P097;P124;P142,2008;2020;2021;2023;2024,"('biosynthesis gene', 'saxitoxin biosynthesis')",1
biosynthesis genes,saxitoxin,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_GENE_MECHANISM,12,12,P001;P002;P007;P010;P013;P070;P077;P082;P097;P098;P115;P215,2014;2016;2020;2021;2022;2024;2025;2026,"('biosynthesis genes', 'saxitoxin')",1
biosynthesis in dinoflagellates,dinoflagellates,SEMANTIC_CO_OCCURS,PHRASE_TAXON;TAXON_GROUP,PHRASE_BIOSYNTHESIS,12,12,P001;P002;P117;P120;P166;P171;P175;P183,2013;2016;2019;2020;2025;2026,"('biosynthesis in dinoflagellates', 'dinoflagellates')",1
biosynthesis in dinoflagellates,saxitoxin biosynthesis,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM;PHRASE_BIOSYNTHESIS,PHRASE_BIOSYNTHESIS;PHRASE_TOXIN_PHENOTYPE,12,12,P001;P002;P117;P120;P166;P171,2013;2020;2025;2026,"('biosynthesis in dinoflagellates', 'saxitoxin biosynthesis')",1
cellular toxin,toxin profile,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TOXIN,PHRASE_TOXIN_PHENOTYPE,12,12,P038;P054;P107;P110;P185;P201,2007;2012;2017;2022,"('cellular toxin', 'toxin profile')",1
dcstx,gymnodinium,SEMANTIC_CO_OCCURS,TAXON_GROUP,TOXIN,12,12,P037;P048;P049;P057;P061;P178;P184;P195;P196;P204;P208;P238,2004;2010;2014;2015;2022,"('dcstx', 'gymnodinium')",1
dinoflagellate alexandrium catenella,dinoflagellates,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TAXON,12,12,P005;P016;P053;P069;P082;P114;P136;P140;P141;P157;P200;P215,2006;2014;2017;2019;2021;2022;2023;2025,"('dinoflagellate alexandrium catenella', 'dinoflagellates')",1
dinoflagellate alexandrium minutum,dinoflagellates,SEMANTIC_CO_OCCURS,PHRASE_TAXON;TAXON_GROUP,PHRASE_TAXON,12,12,P070;P073;P085;P088;P089;P093;P098;P107;P134;P214,2000;2007;2014;2021;2022;2023;2025,"('dinoflagellate alexandrium minutum', 'dinoflagellates')",1
dinoflagellate gymnodinium,saxitoxin,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TAXON,12,12,P001;P002;P055;P057;P066;P079;P129;P137;P202;P204;P213;P222,2003;2004;2015;2016;2024;2025;2026,"('dinoflagellate gymnodinium', 'saxitoxin')",1
dinoflagellates,marine dinoflagellate gymnodinium catenatum,SEMANTIC_CO_OCCURS,PHRASE_TAXON;TAXON_GROUP,PHRASE_TAXON,12,12,P002;P055;P057;P137;P202;P204,2015;2016;2025,"('dinoflagellates', 'marine dinoflagellate gymnodinium catenatum')",1
dinoflagellates,sxta and sxtg,SEMANTIC_CO_OCCURS,PHRASE_TAXON;TAXON_GROUP,PHRASE_GENE_MECHANISM,12,12,P001;P002;P005;P013;P077;P099;P118;P214,2013;2014;2016;2020;2022;2023;2025;2026,"('dinoflagellates', 'sxta and sxtg')",1
gene transfer,horizontal gene,SEMANTIC_CO_OCCURS,EVOLUTIONARY_PROCESS;PHRASE_GENE_MECHANISM,PHRASE_GENE_MECHANISM,12,12,P115;P117;P120;P124;P126;P128,2008;2011;2013;2018;2024,"('gene transfer', 'horizontal gene')",1
gonyautoxins,gymnodinium catenatum,SEMANTIC_CO_OCCURS;SPECIES_ASSOCIATED_WITH_TOXIN,SPECIES;TOXIN,PHRASE_TAXON;TOXIN,12,12,P049;P055;P057;P196;P202;P204,2015;2022,"('gonyautoxins', 'gymnodinium catenatum')",1
growth and toxin,toxin production,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TOXIN,PHRASE_TOXIN_PHENOTYPE,12,12,P080;P086;P093;P094;P110;P114,1994;2000;2003;2012;2015;2022,"('growth and toxin', 'toxin production')",1
growth and toxin,toxin profile,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TOXIN,PHRASE_TOXIN_PHENOTYPE,12,12,P037;P054;P093;P110;P184;P201,2000;2012;2017;2022,"('growth and toxin', 'toxin profile')",1
growth and toxin production,toxin production,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TOXIN,PHRASE_TOXIN_PHENOTYPE,12,12,P080;P086;P093;P094;P110;P114,1994;2000;2003;2012;2015;2022,"('growth and toxin production', 'toxin production')",1
gymnodinium catenatum,marine dinoflagellate gymnodinium catenatum,SEMANTIC_CO_OCCURS,PHRASE_TAXON;SPECIES,PHRASE_TAXON,12,12,P002;P055;P057;P137;P202;P204,2015;2016;2025,"('gymnodinium catenatum', 'marine dinoflagellate gymnodinium catenatum')",1
gymnodinium catenatum,sxta,SEMANTIC_CO_OCCURS;SPECIES_ASSOCIATED_WITH_GENE,GENE,PHRASE_TAXON;SPECIES,12,12,P001;P002;P007;P023;P119;P120;P128,2011;2013;2015;2016;2018;2025;2026,"('gymnodinium catenatum', 'sxta')",1
gymnodinium catenatum,toxin profiles of g,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;SPECIES,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE,12,12,P037;P038;P055;P184;P185;P202,2015;2022,"('gymnodinium catenatum', 'toxin profiles of g')",1
horizontal gene,horizontal gene transfer,SEMANTIC_CO_OCCURS,EVOLUTIONARY_PROCESS;PHRASE_GENE_MECHANISM,PHRASE_GENE_MECHANISM,12,12,P115;P117;P120;P124;P126;P128,2008;2011;2013;2018;2024,"('horizontal gene', 'horizontal gene transfer')",1
neostx,toxin composition,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TOXIN_PHENOTYPE;TOXIN,12,12,P042;P053;P087;P090;P189;P200,2006;2010;2016,"('neostx', 'toxin composition')",1
neostx,toxin profile,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TOXIN_PHENOTYPE;TOXIN,12,12,P042;P053;P087;P090;P189;P200,2006;2010;2016,"('neostx', 'toxin profile')",1
nutrient limitation,toxin production,ENV_FACTOR_ASSOCIATED_WITH_TOXIN;SEMANTIC_CO_OCCURS,ENV_FACTOR;PHRASE_ENVIRONMENT;PHRASE_TOXIN_PHENOTYPE;TOXIN,ENV_FACTOR;PHRASE_ENVIRONMENT;PHRASE_TOXIN_PHENOTYPE,12,12,P038;P041;P185;P188,1990;2022,"('nutrient limitation', 'toxin production')",1
paralytic shellfish poisoning,toxic dinoflagellate,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TOXIN_PHENOTYPE,12,12,P053;P054;P064;P074;P116;P142;P159;P169;P200;P201;P211;P237,2005;2006;2012;2015;2017;2022;2023;2024,"('paralytic shellfish poisoning', 'toxic dinoflagellate')",1
paralytic shellfish toxins,pst production,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TOXIN,PHRASE_TOXIN_PHENOTYPE,12,12,P007;P038;P067;P175;P179;P185,2013;2016;2022;2026,"('paralytic shellfish toxins', 'pst production')",1
paralytic shellfish toxins,toxic dinoflagellate alexandrium,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TOXIN,PHRASE_TOXIN_PHENOTYPE,12,12,P033;P053;P054;P064;P141;P200;P201;P211,2005;2006;2013;2017,"('paralytic shellfish toxins', 'toxic dinoflagellate alexandrium')",1
paralytic shellfish toxins,toxin content and composition,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TOXIN,PHRASE_TOXIN_PHENOTYPE,12,12,P042;P047;P087;P090;P189;P194,2006;2010;2014;2016,"('paralytic shellfish toxins', 'toxin content and composition')",1
paralytic shellfish toxins,toxin synthesis,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TOXIN,PHRASE_TOXIN_PHENOTYPE,12,12,P067;P071;P113;P134;P179;P216,2000;2013;2021;2022;2025;2026,"('paralytic shellfish toxins', 'toxin synthesis')",1
psp toxin production,toxin production,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TOXIN,PHRASE_TOXIN_PHENOTYPE,12,12,P083;P096;P101;P107;P133;P241,2004;2007;2009;2024;2026,"('psp toxin production', 'toxin production')",1
saxitoxin,toxic alexandrium,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TOXIN_PHENOTYPE,12,12,P003;P054;P076;P115;P116;P130;P133;P142;P159;P160;P169;P201,2004;2011;2014;2015;2017;2021;2022;2023;2024,"('saxitoxin', 'toxic alexandrium')",1
sulfocarbamoyl toxins,toxin composition,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TOXIN,PHRASE_TOXIN_PHENOTYPE,12,12,P038;P046;P055;P185;P193;P202,1996;2015;2022,"('sulfocarbamoyl toxins', 'toxin composition')",1
toxin profile,toxin profiles of g,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TOXIN,PHRASE_TOXIN_PHENOTYPE,12,12,P037;P038;P055;P184;P185;P202,2015;2022,"('toxin profile', 'toxin profiles of g')",1
alexandrium catenella,stx biosynthesis genes,SEMANTIC_CO_OCCURS;SPECIES_ASSOCIATED_WITH_GENE,GENE;PHRASE_GENE_MECHANISM;SPECIES,GENE;PHRASE_GENE_MECHANISM;PHRASE_TAXON;SPECIES,12,11,P082;P115;P215,2014;2021;2024,"('alexandrium catenella', 'stx biosynthesis genes')",1
paralytic shellfish toxins,toxin accumulation,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TOXIN,PHRASE_TOXIN_PHENOTYPE;TOXIN,12,10,P053;P176;P200;P232,2006;2020;2022,"('paralytic shellfish toxins', 'toxin accumulation')",1
alexandrium minutum,gymnodinium catenatum,SEMANTIC_CO_OCCURS,PHRASE_TAXON;SPECIES,PHRASE_TAXON;SPECIES,12,9,P120;P135;P222,2003;2013;2021,"('alexandrium minutum', 'gymnodinium catenatum')",1
environmental conditions,paralytic shellfish toxins,ENV_FACTOR_ASSOCIATED_WITH_TOXIN;SEMANTIC_CO_OCCURS,ENV_FACTOR;TOXIN,ENV_FACTOR;PHRASE_TOXIN_PHENOTYPE,12,8,P039;P080;P102;P107;P186,2007;2015;2017;2025,"('environmental conditions', 'paralytic shellfish toxins')",1
environmental conditions,toxin profile,ENV_FACTOR_ASSOCIATED_WITH_TOXIN;SEMANTIC_CO_OCCURS,ENV_FACTOR;TOXIN,ENV_FACTOR;PHRASE_TOXIN_PHENOTYPE,12,8,P039;P093;P107;P186,2000;2007;2025,"('environmental conditions', 'toxin profile')",1
biosynthesis,toxin-producing,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM;TOXIN_PHENOTYPE,BIOLOGICAL_MECHANISM;TOXIN_PHENOTYPE,11,11,22081581;24334673;25421324;26417864;27817832;28678186;35198665;36470600;39305001,2012.0;2014.0;2015.0;2016.0;2017.0;2022.0;2024.0,"('biosynthesis', 'toxin-producing')",1
clade,cyanobacteria,SEMANTIC_CO_OCCURS,EVOLUTIONARY_PROCESS;TAXON_GROUP,EVOLUTIONARY_PROCESS;TAXON_GROUP,11,11,21479808;23457475;30502809;32290496;32307073;34023075;37164563;37951618;38943258;39003021;41702991,2011.0;2013.0;2018.0;2020.0;2021.0;2023.0;2024.0;2026.0,"('clade', 'cyanobacteria')",1
cyanobacteria,stx-producing,SEMANTIC_CO_OCCURS,TAXON_GROUP,TOXIN_PHENOTYPE,11,11,14660387;14718552;15294806;19627483;20935128;22628533;32593754;33526182;33980444;34200983;38393148,2003.0;2004.0;2009.0;2010.0;2013.0;2020.0;2021.0;2024.0,"('cyanobacteria', 'stx-producing')",1
cyanobacteria,sxtg,SEMANTIC_CO_OCCURS,GENE;TAXON_GROUP,GENE;TAXON_GROUP,11,11,22628533;23335767;28073499;29705145;32058687;34357469;35324712;36326655;36689843;38705616;40449983,2013.0;2016.0;2018.0;2020.0;2021.0;2022.0;2023.0;2024.0;2025.0,"('cyanobacteria', 'sxtg')",1
gene expression,saxitoxin,SEMANTIC_CO_OCCURS,REGULATION_EXPRESSION;TOXIN,REGULATION_EXPRESSION;TOXIN,11,11,16650472;23648386;24956074;27796937;33298362;38710226;38928005;39571800;40209228;40449983;41334952,2006.0;2013.0;2014.0;2017.0;2020.0;2024.0;2025.0,"('gene expression', 'saxitoxin')",1
light,saxitoxin,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,TOXIN,ENV_FACTOR,11,11,14660387;15294806;23892224;24333522;28073481;28208628;28235579;34200983;34520086;35997789;38928005,2003.0;2004.0;2013.0;2014.0;2016.0;2017.0;2021.0;2022.0;2024.0,"('light', 'saxitoxin')",1
oxidative stress,saxitoxin,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,TOXIN,ENV_FACTOR,11,11,21073887;25456236;25544652;26568470;27424100;27796937;28409869;29128272;32247151;34974311;35364510,2011.0;2014.0;2015.0;2016.0;2017.0;2018.0;2020.0;2022.0,"('oxidative stress', 'saxitoxin')",1
paralytic shellfish poisoning,sxta,GENE_ASSOCIATED_WITH_TOXIN,GENE;TOXIN,GENE;TOXIN,11,11,19484122;20048055;21223973;21625593;22628533;24334673;27907126;28073499;35031458;36689843;40449983,2009.0;2010.0;2011.0;2013.0;2014.0;2016.0;2022.0;2023.0;2025.0,"('paralytic shellfish poisoning', 'sxta')",1
saxitoxin,toxin profile,SEMANTIC_CO_OCCURS,TOXIN,TOXIN,11,11,10414862;10858510;21347365;24031789;27817832;28797629;30296060;33189391;33980428;39003021;6814018,1982.0;1999.0;2000.0;2011.0;2016.0;2017.0;2018.0;2021.0;2024.0,"('saxitoxin', 'toxin profile')",1
alexandrium,clade,SEMANTIC_CO_OCCURS,EVOLUTIONARY_PROCESS;TAXON_GROUP,EVOLUTIONARY_PROCESS;PHRASE_TAXON,11,11,P003;P054;P119;P128;P201;P215,2014;2015;2017;2018;2023,"('alexandrium', 'clade')",1
alexandrium,light,SEMANTIC_CO_OCCURS,ENV_FACTOR;TAXON_GROUP,ENV_FACTOR;PHRASE_TAXON,11,11,P008;P016;P054;P093;P169;P201,2000;2016;2017;2023;2024,"('alexandrium', 'light')",1
alexandrium,toxin synthesis,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TAXON_GROUP,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE,11,11,P005;P009;P071;P078;P113;P127;P134;P216,1999;2000;2014;2020;2021;2022;2023;2025,"('alexandrium', 'toxin synthesis')",1
alexandrium tamarense,saxitoxin biosynthesis,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM;PHRASE_TAXON;SPECIES,BIOLOGICAL_MECHANISM;PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE,11,11,P003;P004;P151,2015;2022;2023,"('alexandrium tamarense', 'saxitoxin biosynthesis')",1
cellular toxin,paralytic shellfish toxins,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TOXIN,PHRASE_TOXIN_PHENOTYPE,11,11,P038;P054;P107;P185;P201;P214,2007;2014;2017;2022,"('cellular toxin', 'paralytic shellfish toxins')",1
core genes,saxitoxin,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_GENE_MECHANISM,11,11,P001;P002;P003;P006;P013;P074;P097;P099;P115;P151;P216,2015;2016;2020;2021;2023;2024;2025;2026,"('core genes', 'saxitoxin')",1
dinoflagellate alexandrium minutum,toxin production,SEMANTIC_CO_OCCURS,PHRASE_TAXON;TOXIN,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE,11,11,P070;P093;P098;P107;P134;P214,2000;2007;2014;2022;2025,"('dinoflagellate alexandrium minutum', 'toxin production')",1
dinoflagellate gymnodinium catenatum,saxitoxin,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TAXON,11,11,P002;P055;P057;P066;P079;P129;P137;P202;P204;P213;P222,2003;2004;2015;2016;2024;2025,"('dinoflagellate gymnodinium catenatum', 'saxitoxin')",1
gene expression,toxin content,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;REGULATION_EXPRESSION;TOXIN,PHRASE_GENE_MECHANISM;PHRASE_TOXIN_PHENOTYPE;REGULATION_EXPRESSION,11,11,P067;P214;P216,2014;2021;2026,"('gene expression', 'toxin content')",1
genes involved,saxitoxin,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_GENE_MECHANISM,11,11,P002;P023;P070;P098;P118;P120;P122;P151;P169;P214;P219,2009;2011;2013;2014;2015;2024;2025,"('genes involved', 'saxitoxin')",1
genus alexandrium,paralytic shellfish poisoning,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TAXON,11,11,P058;P102;P105;P133;P150;P159;P205;P215;P230;P232;P237,2004;2012;2014;2015;2017;2019;2021;2022,"('genus alexandrium', 'paralytic shellfish poisoning')",1
paralytic shellfish poisoning,toxic alexandrium,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TOXIN_PHENOTYPE,11,11,P003;P054;P116;P133;P142;P150;P159;P160;P169;P201;P232,2004;2014;2015;2017;2022;2023;2024,"('paralytic shellfish poisoning', 'toxic alexandrium')",1
paralytic shellfish toxins,producing dinoflagellate,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TOXIN,PHRASE_TAXON,11,11,P030;P061;P089;P107;P140;P208;P226,2004;2007;2012;2014;2017;2021,"('paralytic shellfish toxins', 'producing dinoflagellate')",1
paralytic shellfish toxins,saxitoxin analogues,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TOXIN,PHRASE_TOXIN_PHENOTYPE,11,11,P022;P055;P106;P129;P202;P214,2004;2014;2015;2019,"('paralytic shellfish toxins', 'saxitoxin analogues')",1
producing dinoflagellate,saxitoxin biosynthesis,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM;PHRASE_TOXIN_PHENOTYPE,PHRASE_TAXON,11,11,P004;P005;P009;P089;P120;P215,2013;2014;2020;2021;2022;2023,"('producing dinoflagellate', 'saxitoxin biosynthesis')",1
producing dinoflagellates,sxta,SEMANTIC_CO_OCCURS,GENE;PHRASE_GENE_MECHANISM,PHRASE_TAXON,11,11,P007;P009;P013;P118;P119;P121;P128;P143;P216,2011;2013;2015;2016;2018;2020;2021;2024,"('producing dinoflagellates', 'sxta')",1
pyrodinium,toxin production,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE;TOXIN,11,11,P006;P007;P086;P123;P168;P220,1994;2012;2016;2021;2025,"('pyrodinium', 'toxin production')",1
