Source,Target,Source_Type,Target_Type,Hypothesis_Type,Common_Neighbor_Count,Weighted_Common_Neighbor_Score,Adamic_Adar_Score,Preferential_Attachment,Source_Degree,Target_Degree,Source_Weighted_Degree,Target_Weighted_Degree,Semantic_Bonus,Structural_Score,Bridge_Nodes,Bridge_Relation_Hints,Priority_Bonus,Priority_Score,Biological_Category,Validated_in_Post2015,Has_STX_Gene_Signal,Has_Environment_Signal,Has_Evolution_Signal,Has_Regulation_Signal,GB_ML_Score_OOF,RF_ML_Score_OOF,ML_Score,Priority_Score_Norm,ML_Score_Norm,Final_AI_Discovery_Score
STX biosynthesis,toxin variability,BIOLOGICAL_MECHANISM,PHRASE_TOXIN_PHENOTYPE,MECHANISM_TOXIN_PHENOTYPE_HYPOTHESIS,1,3.0,0.1787,918,54,17,68.0,38.0,1.5,9.9475,saxitoxin,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,17.5,27.4475,Mechanistic biology,0,0.0,0.0,0.0,0.0,0.14165588335861312,0.07322858520454055,0.11428496409698409,0.11980370554391423,0.12074640554563958,0.12022792054469064
poisoning toxins,STX biosynthesis,PHRASE_TOXIN_PHENOTYPE,BIOLOGICAL_MECHANISM,MECHANISM_TOXIN_PHENOTYPE_HYPOTHESIS,3,5.0,0.6877,432,8,54,12.0,68.0,1.5,13.5353,saxitoxin; sxt gene; sxtA1,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,20.5,34.0353,Mechanistic biology,0,0.0,0.0,0.0,0.0,0.09766039494942401,0.028,0.0697962369696544,0.15933502792719484,0.07233934291116312,0.12018696966998058
Alexandrium catenella,conserved,SPECIES,EVOLUTIONARY_PROCESS,SPECIES_EVOLUTION_HYPOTHESIS,3,3.0,0.6204,629,37,17,68.0,17.0,0.0,11.8859,biosynthesis; evolution; saxitoxin,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,17.5,29.3859,Evolutionary mechanism,1,0.0,0.0,0.0,0.0,0.10287887463083295,0.09772460564336714,0.10081716703584662,0.13143543621390286,0.10609243502360118,0.12003108567826712
phosphate,stx-producing dinoflagellates,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,3,4.0,0.6141,1378,53,26,78.0,29.0,0.0,16.1181,biosynthesis; saxitoxin; saxitoxin biosynthesis,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,19.5,35.6181,Environmental driver,0,0.0,0.0,0.0,0.0,0.08332967402038409,0.022,0.05879780441223045,0.1688329144854171,0.06037222566448361,0.12002560451599703
Gene duplication,HGT,GENE_PRESENCE_ABSENCE,EVOLUTIONARY_PROCESS,EVOLUTION_GENE_PRESENCE_HYPOTHESIS,3,3.0,0.5955,325,25,13,25.0,13.0,1.5,11.8159,biosynthesis; saxitoxin; sxtA,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,19.0,30.8159,Evolutionary mechanism,0,0.0,0.0,0.0,0.0,0.1311566425272928,0.031168840319095382,0.09116152164401384,0.14001641787820523,0.09558637064641615,0.12002289662390016
sxtA1,environmental factors,GENE,ENV_FACTOR,ENV_GENE_HYPOTHESIS,1,1.0,0.1787,201,67,3,81.0,3.0,2.0,5.8625,saxitoxin,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN;REGULATES,16.5,22.3625,Environmental driver,0,0.0,0.0,0.0,0.0,0.18326947021384,0.09543128253735758,0.14813419514324705,0.08929021480057318,0.1575769006662507,0.12001922344012808
starting gene,HGT,PHRASE_GENE_MECHANISM,EVOLUTIONARY_PROCESS,EVOLUTION_GENE_MECHANISM_HYPOTHESIS,2,2.0,0.3884,299,23,13,25.0,13.0,1.5,8.7717,saxitoxin; sxtA,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,18.0,26.7717,Evolutionary mechanism,0,0.0,0.0,0.0,0.0,0.12571838226639578,0.10722980629636363,0.11832295187838292,0.11574844162172153,0.12514003827179027,0.11997466011425245
sxt Gene,paralogs,GENE,EVOLUTIONARY_PROCESS,GENE_EVOLUTION_HYPOTHESIS,2,2.0,0.4166,240,15,16,15.0,16.0,2.0,9.0331,saxitoxin; sxtA1,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,16.5,25.5331,Evolutionary mechanism,0,0.0,0.0,0.0,0.0,0.1797205357707889,0.04699081085005124,0.12662864580249383,0.10831599134941038,0.13417725448291093,0.11995355975948563
nitrate,toxin biosynthetic,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,4,7.0,0.8347,496,62,8,98.0,16.0,1.0,16.6494,nitrogen; saxitoxin; toxin content; toxin profiles,ASSOCIATED_WITH;DECREASES;INCREASES;REGULATES,13.0,29.6494,Environmental driver,0,0.0,0.0,0.0,0.0,0.15559779233085613,0.01380293380084774,0.09887984891885278,0.13301661710099633,0.10398448801123054,0.11995215901060173
salinity,produce paralytic shellfish toxins,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,4,4.0,0.8152,408,68,6,120.0,6.0,1.0,14.6703,saxitoxin; toxin content; toxin production; toxin profile,ASSOCIATED_WITH;DECREASES;INCREASES;PRESENT_IN;REGULATES,15.0,29.6703,Environmental driver,1,0.0,0.0,0.0,0.0,0.11157521479825935,0.07946913764758631,0.09873278393799013,0.1331420314483977,0.10382447031237435,0.1199491289371872
PST biosynthesis,toxic strain,BIOLOGICAL_MECHANISM,PHRASE_TOXIN_PHENOTYPE,MECHANISM_TOXIN_PHENOTYPE_HYPOTHESIS,4,4.0,0.8166,297,27,11,27.0,11.0,1.5,14.6182,biosynthesis; genes involved; saxitoxin; sxtA,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN;REGULATES,19.0,33.6182,Mechanistic biology,0,0.0,0.0,0.0,0.0,0.11601194074008411,0.006,0.07200716444405046,0.15683214159699868,0.07474499736891067,0.11989292669435908
c toxins,high salinity,PHRASE_TOXIN_PHENOTYPE,ENV_FACTOR,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,5,5.0,1.1515,288,16,18,17.0,18.0,1.0,17.2431,growth and toxin production; salinity; temperature; toxin production; toxin profile,DECREASES;INCREASES,11.0,28.2431,Environmental driver,0,0.0,0.0,0.0,0.0,0.10438591704726538,0.114,0.10823155022835923,0.12457785170623517,0.11415983849344528,0.11988974576047973
pst content,PST biosynthesis,PHRASE_TOXIN_PHENOTYPE,BIOLOGICAL_MECHANISM,MECHANISM_TOXIN_PHENOTYPE_HYPOTHESIS,3,3.0,0.6501,378,14,27,19.0,27.0,1.5,12.1902,sxtA; sxtA1; toxin content,ASSOCIATED_WITH;DECREASES;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,16.0,28.1902,Mechanistic biology,0,0.0,0.0,0.0,0.0,0.11588382369351716,0.09747743868496234,0.10852126969009523,0.1242604153915208,0.1144750749372874,0.11985701218711578
sxtN,conserved,GENE,EVOLUTIONARY_PROCESS,GENE_EVOLUTION_HYPOTHESIS,1,1.0,0.353,204,12,17,24.0,17.0,2.0,6.2259,secondary metabolite,DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;REGULATES,16.0,22.2259,Evolutionary mechanism,1,0.0,0.0,0.0,0.0,0.17137452309602788,0.11468778164745062,0.14869982651659697,0.08847052102760555,0.15819234990667086,0.11984534402318495
involved in stx biosynthesis,light,PHRASE_TOXIN_PHENOTYPE,ENV_FACTOR,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,1,1.0,0.1787,855,45,19,51.0,23.0,1.5,8.6325,saxitoxin,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,19.5,28.1325,Environmental driver,0,0.0,0.0,0.0,0.0,0.15515658474883262,0.0393611981160146,0.10883843009570542,0.12391417578170941,0.11482016918050113,0.11982187281116569
sxtA1,psts in shellfish,GENE,PHRASE_TOXIN_PHENOTYPE,GENE_TOXIN_PHENOTYPE_HYPOTHESIS,1,1.0,0.1787,67,67,1,81.0,1.0,2.0,5.1925,saxitoxin,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,18.0,23.1925,Gene-toxin biology,0,0.0,0.0,0.0,0.0,0.1598475640230157,0.11542769875655243,0.1420796179164304,0.09427078457775569,0.15098906779333077,0.11979401202476447
light,PST biosynthesis,ENV_FACTOR,BIOLOGICAL_MECHANISM,ENV_MECHANISM_HYPOTHESIS,4,4.0,0.8436,513,19,27,23.0,27.0,1.5,15.7522,cellular toxin content; saxitoxin; toxin content; toxin production,ASSOCIATED_WITH;DECREASES;INCREASES;INVOLVED_IN;REGULATES,13.0,28.7522,Environmental driver,0,0.0,0.0,0.0,0.0,0.14271196110121365,0.04741343472861017,0.10459255055217224,0.1276328011924564,0.11020033466795123,0.11978819125642909
saxitoxin and its analogues,expression level,PHRASE_TOXIN_PHENOTYPE,REGULATION_EXPRESSION,REGULATION_TOXIN_PHENOTYPE_HYPOTHESIS,5,5.0,1.0615,729,27,27,27.0,27.0,0.0,18.268,biosynthesis; saxitoxin; sxtA; sxtA1; sxtG,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN;REGULATES,19.0,37.268,Other,0,0.0,0.0,0.0,0.0,0.053807298056982915,0.037104891894487506,0.04712633559198475,0.17873344710634895,0.047672794624324645,0.11975615348943801
sxtG,toxicity and toxin profile,GENE,PHRASE_TOXIN_PHENOTYPE,GENE_TOXIN_PHENOTYPE_HYPOTHESIS,1,1.0,0.2569,400,80,5,101.0,5.0,2.0,7.0139,Gymnodinium catenatum,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,20.5,27.5139,Gene-toxin biology,0,0.0,0.0,0.0,0.0,0.11761454888545704,0.10574311796837747,0.11286597651862522,0.1202021511260888,0.11920244092766862,0.11975228153679972
Temperature,STX producing,ENV_FACTOR,TOXIN_PHENOTYPE,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,1,1.0,0.1787,476,34,14,41.0,14.0,1.0,6.2375,saxitoxin,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,17.0,23.2375,Environmental driver,0,0.0,0.0,0.0,0.0,0.16118516616593573,0.11222785603448053,0.14160224211335365,0.09454081546928969,0.1504696472144146,0.11970878975459591
temperature,stx biosynthetic,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,2,2.0,0.3859,1045,95,11,178.0,11.0,1.0,11.9967,biosynthesis; saxitoxin,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,19.5,31.4967,Environmental driver,0,0.0,0.0,0.0,0.0,0.12849097197319387,0.02190293490736186,0.08585575714686107,0.14410168523279063,0.08981330203057618,0.11967191279179414
PST biosynthesis,toxic algal,BIOLOGICAL_MECHANISM,PHRASE_TOXIN_PHENOTYPE,MECHANISM_TOXIN_PHENOTYPE_HYPOTHESIS,5,5.0,1.0528,405,27,15,27.0,15.0,1.5,18.1306,biosynthesis; gene cluster; genes involved; saxitoxin; sxtA,ASSOCIATED_WITH;INVOLVED_IN;REGULATES,12.5,30.6306,Mechanistic biology,0,0.0,0.0,0.0,0.0,0.12591269603503993,0.04013386918122785,0.09160116529351509,0.13890449067373306,0.09606473582007793,0.11962660098958827
phosphorus,all toxins,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,8,16.0,2.0544,208,26,8,40.0,16.0,0.0,29.1487,nitrogen; nitrogen limitation; nutrient limitation; phosphorus limitation; saxitoxin; saxitoxin-producing dinoflagellates; toxin content; toxin profiles,ASSOCIATED_WITH;INCREASES;INVOLVED_IN;REGULATES,13.0,42.148700000000005,Environmental driver,0,0.0,0.0,0.0,0.0,0.023232527382018902,0.0,0.01393951642921134,0.2080209976021257,0.011563053177832513,0.11961492261119377
sxtA4,warming,GENE,ENV_FACTOR,ENV_GENE_HYPOTHESIS,1,1.0,0.1787,495,55,9,66.0,9.0,2.0,7.3325,saxitoxin,ASSOCIATED_WITH;INVOLVED_IN;PRESENT_IN,12.0,19.3325,Environmental driver,0,0.0,0.0,0.0,0.0,0.12358278465400938,0.23381502495454873,0.16767568077422512,0.07110813477061775,0.17883949863184584,0.1195872485081704
Alexandrium catenella,toxicity of alexandrium,SPECIES,PHRASE_TOXIN_PHENOTYPE,SPECIES_TOXIN_PHENOTYPE_HYPOTHESIS,9,11.0,2.0648,555,37,15,68.0,18.0,0.0,30.4047,Toxin content; biosynthesis; nitrate; nutrient levels; saxitoxin; saxitoxin biosynthesis; saxitoxin derivatives; temperature; toxin content,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,9.5,39.9047,Other,0,0.0,0.0,0.0,0.0,0.04164476220035288,0.01,0.02898685732021173,0.19455545714429728,0.02793568552823113,0.11957655991706753
nitrate,stx levels,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,1,1.0,0.1787,868,62,14,98.0,14.0,1.0,8.1975,saxitoxin,ASSOCIATED_WITH;INCREASES;REGULATES,10.5,18.6975,Environmental driver,0,0.0,0.0,0.0,0.0,0.22088938303546907,0.09849585703399258,0.17193197263487847,0.06729769885674922,0.18347066252420838,0.11957553250710584
temperature,toxins were detected,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,1,1.0,0.1787,190,95,2,178.0,2.0,1.0,4.8075,saxitoxin,ASSOCIATED_WITH;DECREASES;INCREASES;PRESENT_IN;REGULATES,12.5,17.3075,Environmental driver,1,0.0,0.0,0.0,0.0,0.2663176596641046,0.053521519132751175,0.1811992034515632,0.05895674465158814,0.19355410279228993,0.11952555581490396
saxitoxin and its analogues,sxtZ,PHRASE_TOXIN_PHENOTYPE,GENE,GENE_TOXIN_PHENOTYPE_HYPOTHESIS,3,3.0,0.5955,351,27,13,27.0,13.0,2.0,12.4459,biosynthesis; saxitoxin; sxtA,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,19.0,31.4459,Gene-toxin biology,0,0.0,0.0,0.0,0.0,0.13144767073233823,0.01753133658794036,0.08588113707457909,0.14379685035968115,0.08984091729021686,0.11951668047842222
Alexandrium catenella,saxitoxin-producing dinoflagellate,SPECIES,PHRASE_TOXIN_PHENOTYPE,SPECIES_TOXIN_PHENOTYPE_HYPOTHESIS,7,9.0,1.5757,888,37,24,68.0,30.0,0.0,26.0913,Saxitoxin; biosynthesis; genes involved; neurotoxin saxitoxin; saxitoxin; saxitoxin biosynthesis; sxtA,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,10.5,36.5913,Other,1,0.0,0.0,0.0,0.0,0.04264052327338815,0.064,0.05118431396403289,0.17467278256632554,0.05208817860829154,0.11950971078521025
sxtA4,total toxins,GENE,PHRASE_TOXIN_PHENOTYPE,GENE_TOXIN_PHENOTYPE_HYPOTHESIS,2,3.0,0.3814,880,55,16,66.0,34.0,2.0,12.6628,saxitoxin; toxin content,ASSOCIATED_WITH;INCREASES;INVOLVED_IN;PRESENT_IN,16.0,28.6628,Gene-toxin biology,0,0.0,0.0,0.0,0.0,0.1689515394095588,0.008,0.10457092364573527,0.12709633982127555,0.11017680297617034,0.11948254824097822
saxitoxin-producing dinoflagellate,precursor,PHRASE_TOXIN_PHENOTYPE,BIOLOGICAL_MECHANISM,MECHANISM_TOXIN_PHENOTYPE_HYPOTHESIS,7,7.0,1.6638,264,24,11,30.0,11.0,0.0,22.1476,biosynthesis; biosynthesis of saxitoxin; gene transfer; horizontal gene; horizontal gene transfer; saxitoxin; saxitoxin biosynthesis,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,20.5,42.6476,Mechanistic biology,0,0.0,0.0,0.0,0.0,0.01302191968904997,0.006,0.010213151813429983,0.21101474008626583,0.007508489763627414,0.11943692744107856
stx eq,high temperature,PHRASE_TOXIN_PHENOTYPE,ENV_FACTOR,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,2,2.0,0.3903,250,10,25,12.0,25.0,1.0,8.0305,saxitoxin; toxin production,ASSOCIATED_WITH;DECREASES;INCREASES;PRESENT_IN;REGULATES,15.0,23.0305,Environmental driver,0,0.0,0.0,0.0,0.0,0.06681528662708375,0.25587548644837854,0.14243936655560166,0.09329867336823332,0.15138050122003208,0.11943549590154276
saxitoxin biosynthetic,STX biosynthesis genes,PHRASE_TOXIN_PHENOTYPE,GENE,GENE_TOXIN_PHENOTYPE_HYPOTHESIS,2,2.0,0.3859,374,22,17,23.0,17.0,1.5,9.1417,biosynthesis; saxitoxin,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,19.0,28.1417,Gene-toxin biology,0,0.0,0.0,0.0,0.0,0.1401245830246511,0.05973452914798206,0.1079685614739835,0.12396938209731191,0.11387368705852575,0.11942631932985814
psp toxin,Alexandrium ostenfeldii,PHRASE_TOXIN_PHENOTYPE,SPECIES,SPECIES_TOXIN_PHENOTYPE_HYPOTHESIS,8,17.0,1.9992,357,21,17,56.0,28.0,0.0,30.2833,Phylogenetic analysis; phylogeny; psp toxin content; saxitoxin; toxin content; toxin production; toxin profile; toxin profiles,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;PRESENT_IN;REGULATES,10.5,40.7833,Other,0,0.0,0.0,0.0,0.0,0.022332533852251934,0.02337073343569151,0.02274781368562776,0.1998276602843365,0.021147139406555087,0.11942142588933487
phylogenetic analysis,core genes,EVOLUTIONARY_PROCESS,PHRASE_GENE_MECHANISM,EVOLUTION_GENE_MECHANISM_HYPOTHESIS,2,2.0,0.4149,390,15,26,15.0,26.0,1.5,9.2798,Alexandrium tamarense; saxitoxin,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN,14.5,23.7798,Evolutionary mechanism,1,0.0,0.0,0.0,0.0,0.15246949798999498,0.11459934634832114,0.13732143733332547,0.0977949877465982,0.1458118114323364,0.1194025584051804
sulfocarbamoyl toxins,gene expression,PHRASE_TOXIN_PHENOTYPE,REGULATION_EXPRESSION,REGULATION_TOXIN_PHENOTYPE_HYPOTHESIS,3,3.0,0.6397,546,13,42,31.0,42.0,1.5,13.0094,saxitoxin; saxitoxin analogues; toxin content,ASSOCIATED_WITH;DECREASES;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,16.0,29.0094,Other,0,0.0,0.0,0.0,0.0,0.1250724470047239,0.06745756956339331,0.10202649602819167,0.1291761777547351,0.10740827541864303,0.11938062170349367
Nitrate,toxin profile of gymnodinium,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,1,1.0,0.2222,165,15,11,22.0,22.0,1.0,4.7695,toxin profile,ASSOCIATED_WITH;DECREASES;INCREASES;INVOLVED_IN,13.0,17.7695,Environmental driver,0,0.0,0.0,0.0,0.0,0.13532066326609388,0.24138528714407273,0.17774651281728543,0.06172906180467046,0.18979731713931758,0.11935977670526167
nitrogen,microg stx,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,2,5.0,0.4027,240,80,3,121.0,6.0,1.0,9.5053,Saxitoxin; saxitoxin,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,17.0,26.5053,Environmental driver,0,0.0,0.0,0.0,0.0,0.13151219961468796,0.09973399182599962,0.11880091649921264,0.11414985874384027,0.12566009952846208,0.11932946709692009
neoSTX,Nitrate,TOXIN,ENV_FACTOR,ENV_TOXIN_HYPOTHESIS,3,4.0,0.7142,225,15,15,35.0,22.0,1.0,11.5535,nitrate; toxin content; toxin contents,ASSOCIATED_WITH;DECREASES;INCREASES,11.0,22.5535,Environmental driver,0,0.0,0.0,0.0,0.0,0.09889180508906521,0.21503808954610767,0.1453503188718822,0.090436345917973,0.15454783506388137,0.11928651603363177
sxt Gene,Gonyautoxin,GENE,TOXIN,GENE_TOXIN_HYPOTHESIS,1,1.0,0.2378,285,15,19,15.0,19.0,2.0,6.4007,sxtA1,ASSOCIATED_WITH;INVOLVED_IN;REGULATES,10.0,16.4007,Gene-toxin biology,1,0.0,0.0,0.0,0.0,0.10672100711238801,0.30635951055203914,0.18657640848824847,0.05351532215285429,0.1994049040585133,0.11916563401040084
saxitoxin-producing dinoflagellates,sxtZ,PHRASE_TOXIN_PHENOTYPE,GENE,GENE_TOXIN_PHENOTYPE_HYPOTHESIS,2,2.0,0.3884,364,28,13,49.0,13.0,2.0,9.5967,saxitoxin; sxtA,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,18.0,27.5967,Gene-toxin biology,0,0.0,0.0,0.0,0.0,0.1389264298420834,0.06928399300333297,0.11106945510658323,0.12069900796651134,0.11724769126112955,0.11914591544908955
salinity,toxin detection,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,3,3.0,0.7009,340,68,5,120.0,5.0,1.0,11.6019,Toxin production; saxitoxin; toxin production,ASSOCIATED_WITH;DECREASES;INCREASES;PRESENT_IN;REGULATES,15.0,26.6019,Environmental driver,0,0.0,0.0,0.0,0.0,0.15755947604620765,0.0575924205926422,0.11757265386478147,0.11472952505766658,0.12432365791469488,0.11904688484332931
phosphorus,effects of temperature,ENV_FACTOR,PHRASE_ENVIRONMENT,ENVIRONMENT_PHRASE_HYPOTHESIS,5,6.0,1.0763,728,26,28,40.0,30.0,1.0,19.7927,saxitoxin; saxitoxin analogues; toxin content; toxin production; toxin profiles,ASSOCIATED_WITH;DECREASES;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,10.0,29.7927,Environmental driver,0,0.0,0.0,0.0,0.0,0.11430792509886675,0.06843964229116704,0.09596061197578687,0.13387651547337015,0.10080813987379281,0.11899574645356036
starting gene,sxtZ,PHRASE_GENE_MECHANISM,GENE,GENE_MECHANISM_PHRASE_HYPOTHESIS,2,2.0,0.3884,299,23,13,25.0,13.0,2.0,9.2717,saxitoxin; sxtA,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,18.0,27.2717,Mechanistic biology,0,0.0,0.0,0.0,0.0,0.14838256474205164,0.059626576955424726,0.11288016962740087,0.1187487848609881,0.1192178840915855,0.11895987951475694
phosphorus,toxin biosynthetic,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,8,16.0,2.0544,208,26,8,40.0,16.0,0.0,29.1487,nitrogen; nitrogen limitation; nutrient limitation; phosphorus limitation; saxitoxin; saxitoxin-producing dinoflagellates; toxin content; toxin profiles,ASSOCIATED_WITH;INCREASES;INVOLVED_IN;REGULATES,13.0,42.148700000000005,Environmental driver,0,0.0,0.0,0.0,0.0,0.015602620707066051,0.008,0.01256157242423963,0.2080209976021257,0.010063747037547567,0.11894023484806554
Alexandrium minutum,toxic algal,SPECIES,PHRASE_TOXIN_PHENOTYPE,SPECIES_TOXIN_PHENOTYPE_HYPOTHESIS,9,9.0,2.0543,840,56,15,92.0,15.0,0.0,30.8086,Saxitoxin; biosynthesis; biosynthesis of saxitoxin; gene cluster; genes involved; saxitoxin; sxt gene; sxtA; sxtA4,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,10.5,41.3086,Other,0,0.0,0.0,0.0,0.0,0.02895619729175919,0.002,0.018173718375055513,0.20297982089150995,0.016170181590674643,0.11891548320613407
saxitoxin-producing dinoflagellate,expression level,PHRASE_TOXIN_PHENOTYPE,REGULATION_EXPRESSION,REGULATION_TOXIN_PHENOTYPE_HYPOTHESIS,6,6.0,1.2932,648,24,27,30.0,27.0,0.0,20.8265,Alexandrium minutum; biosynthesis; genes involved; saxitoxin; sxtA; sxtG,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;REGULATES,18.5,39.3265,Other,0,0.0,0.0,0.0,0.0,0.043814818755390283,0.013000333038640292,0.031489024468690285,0.19108586022240945,0.030658230534557563,0.11889342686287611
pst content,Temperature,PHRASE_TOXIN_PHENOTYPE,ENV_FACTOR,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,1,1.0,0.2027,476,14,34,19.0,41.0,1.0,6.2853,toxin content,ASSOCIATED_WITH;DECREASES;INCREASES;PRESENT_IN;REGULATES,15.0,21.2853,Environmental driver,1,0.0,0.0,0.0,0.0,0.18404147963622558,0.10659915117290768,0.1530645482508984,0.08282627532589727,0.1629414936115398,0.11887812355443642
toxic profiles,sxtB,PHRASE_TOXIN_PHENOTYPE,GENE,GENE_TOXIN_PHENOTYPE_HYPOTHESIS,1,1.0,0.1787,120,4,30,8.0,30.0,2.0,5.4575,saxitoxin,INVOLVED_IN;PRESENT_IN,12.0,17.4575,Gene-toxin biology,0,0.0,0.0,0.0,0.0,0.10769084140246421,0.2856190392801973,0.17886212055355744,0.059856847623368105,0.19101118179790097,0.1188762980019079
sxta4 gene,sxtZ,PHRASE_GENE_MECHANISM,GENE,GENE_MECHANISM_PHRASE_HYPOTHESIS,4,4.0,0.8166,338,26,13,26.0,13.0,2.0,15.3232,biosynthesis; genes involved; saxitoxin; sxtA,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,19.0,34.3232,Mechanistic biology,0,0.0,0.0,0.0,0.0,0.10509131245072448,0.005168722880490963,0.06512227662263106,0.16106262556436454,0.06725372446625083,0.11884862007021338
nitrate,toxic algae,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,3,3.0,0.6309,1116,62,18,98.0,19.0,1.0,15.3417,Saxitoxin; nitrogen; saxitoxin,ASSOCIATED_WITH;INCREASES;INVOLVED_IN;REGULATES,10.5,25.8417,Environmental driver,0,0.0,0.0,0.0,0.0,0.12857103100718462,0.11281997856054776,0.12227061002852987,0.1101678031966857,0.1294353856029634,0.11883821527951066
salinity,poisoning toxin,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,4,7.0,0.8766,544,68,8,120.0,16.0,1.0,16.9732,saxitoxin; toxin content; toxin content and composition; toxin profile,ASSOCIATED_WITH;DECREASES;INCREASES;PRESENT_IN;REGULATES,15.0,31.9732,Environmental driver,0,0.0,0.0,0.0,0.0,0.11363006065966319,0.031734568823793156,0.08087186392531517,0.14696101233981165,0.08439045343685433,0.11880426083348086
