Source,Target,Score,Common_Neighbors,Weighted_Common_Neighbors,Adamic_Adar,Preferential_Attachment,Bio_Bonus,Bridge_Nodes,Match
alexandrium minutum,pst biosynthesis,106.93561182356406,10,78.0,2.2017747495480733,780,19,alexandrium;biosynthesis;dinoflagellates;gene expression;genes involved;paralytic shellfish toxins;saxitoxin;sxta;toxin content;toxin production,0
alexandrium ostenfeldii,evolution,106.89961663438501,11,76.0,2.365143132398206,2014,18,alexandrium;alexandrium minutum;dinoflagellates;genus alexandrium;paralytic shellfish poisoning;paralytic shellfish toxins;phylogeny;producing dinoflagellates;saxitoxin;toxin production;toxin profile,0
environmental conditions,phylogeny,106.85918585393351,10,59.0,2.037436311335889,660,24,alexandrium;biosynthesis;cyanobacteria;dinoflagellates;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin production;toxin profile,0
alexandrium,origin of saxitoxin,106.80963011430035,12,36.0,2.947219187541165,2795,26,biosynthesis;cyanobacteria;dinoflagellates;evolution;gene transfer;horizontal gene;horizontal gene transfer;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis;sxt genes;sxta,0
neostx,sulfocarbamoyl toxins,106.79294916636456,16,80.0,3.7457310360388285,1225,10,alexandrium;alexandrium tamarense;dcstx;dinoflagellates;gonyautoxins;other saxitoxin;other saxitoxin derivatives;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;saxitoxin derivatives;sulfocarbamoyl toxin;temperature;toxin analogues;toxin composition;toxin profile,0
alexandrium spp,neostx,106.74912107237706,13,90.0,2.780616541249028,910,12,alexandrium;alexandrium tamarense;dinoflagellates;genus alexandrium;nitrogen;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;temperature;toxic dinoflagellate;toxin composition;toxin content;toxin profile,0
pyrodinium,cellular toxin,106.6779024889914,11,64.0,2.3961099504856676,1073,21,alexandrium;dinoflagellates;light;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;sxta;temperature;toxic dinoflagellate;toxin content;toxin production,0
stx-producing,horizontal gene,106.67708835209251,12,43.0,2.6130589137583655,792,25,alexandrium;biosynthesis;cyanobacteria;dinoflagellates;evolution;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis;sxta;sxtg,0
saxitoxin biosynthesis,environmental conditions,106.5845150425129,11,72.0,2.3330236010855527,1300,19,alexandrium;alexandrium minutum;biosynthesis;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;phosphorus;saxitoxin;temperature;toxin production,0
gymnodinium catenatum,origin of saxitoxin,106.29000472843485,12,36.0,2.947219187541165,988,26,biosynthesis;cyanobacteria;dinoflagellates;evolution;gene transfer;horizontal gene;horizontal gene transfer;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis;sxt genes;sxta,0
pyrodinium bahamense,toxic species,106.21851131364758,11,71.0,2.3622821683030555,1426,19,alexandrium;biosynthesis;dinoflagellates;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis;sxt genes;sxta;toxin production,0
salinity,producing dinoflagellate,106.21714496737215,11,103.0,2.3243327365974777,1786,11,alexandrium;alexandrium catenella;alexandrium minutum;alexandrium tamarense;dinoflagellates;genus alexandrium;nitrogen;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin profile,0
producing dinoflagellate,biosynthesis in dinoflagellates,106.2130144830129,13,64.0,2.973769957311172,722,18,alexandrium;biosynthesis;cyanobacteria;dinoflagellate species;dinoflagellates;gymnodinium;gymnodinium catenatum;homologs;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis;sxta;sxtg,0
nitrogen,biosynthesis genes,106.18081180328372,7,73.0,1.424513451551244,910,24,alexandrium;alexandrium catenella;biosynthesis;dinoflagellates;paralytic shellfish poisoning;saxitoxin;sxta,0
freshwater cyanobacteria,saxitoxin synthesis,106.1652062585462,14,39.0,3.1856344026679237,500,23,alexandrium;alexandrium tamarense;biosynthesis;cyanobacteria;cyanobacteria and dinoflagellates;dinoflagellates;evolution;genes involved;homologs;paralytic shellfish poisoning;producing dinoflagellates;saxitoxin;sxta;toxin production,0
toxin profile,horizontal gene transfer,106.15477002176104,10,71.0,2.255990929360315,2376,20,alexandrium;dinoflagellates;evolution;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;phylogeny;saxitoxin;sxta;toxin analogues,0
toxin production,saxitoxin analogues,106.13614109006603,14,78.0,3.0959358497675984,2200,13,alexandrium;dinoflagellates;each toxin;gonyautoxins;gymnodinium;gymnodinium catenatum;neosaxitoxin;nitrogen;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin composition;toxin content;toxin profile,0
freshwater cyanobacteria,toxin synthesis,106.13196506660226,14,59.0,3.1283627155588056,660,18,alexandrium;alexandrium tamarense;biosynthesis;cyanobacteria;cyanobacteria and dinoflagellates;dinoflagellates;homologs;paralytic shellfish poisoning;paralytic shellfish toxins;producing dinoflagellates;saxitoxin;sxt genes;sxta;toxin production,0
sxtg,origin of saxitoxin,106.08091238372778,12,36.0,2.947219187541165,650,26,biosynthesis;cyanobacteria;dinoflagellates;evolution;gene transfer;horizontal gene;horizontal gene transfer;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis;sxt genes;sxta,0
toxin profile,gene cluster,106.04113598575451,13,51.0,2.863482436286068,2700,21,alexandrium;alexandrium minutum;dinoflagellates;gonyautoxins;nitrogen;paralytic shellfish poisoning;paralytic shellfish toxins;producing dinoflagellates;pst-producing;saxitoxin;sxta;toxin content;toxin production,0
nitrogen,pst-producing,106.00453880241867,9,53.0,1.9815736611366173,1235,26,alexandrium;biosynthesis;dinoflagellates;gene cluster;paralytic shellfish toxins;producing dinoflagellate;saxitoxin;sxta;toxin profile,0
gymnodinium catenatum,other saxitoxin,106.00252203053219,17,64.0,4.015071058670617,2736,12,alexandrium;alexandrium catenella;alexandrium tamarense;genus alexandrium;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxin profiles;paralytic shellfish toxins;presence of c3;saxitoxin;shellfish toxin profiles;sulfocarbamoyl toxin;sulfocarbamoyl toxins;temperature;toxin composition;toxin content;toxin profile,0
gymnodinium catenatum,other saxitoxin derivatives,106.00252203053219,17,64.0,4.015071058670617,2736,12,alexandrium;alexandrium catenella;alexandrium tamarense;genus alexandrium;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxin profiles;paralytic shellfish toxins;presence of c3;saxitoxin;shellfish toxin profiles;sulfocarbamoyl toxin;sulfocarbamoyl toxins;temperature;toxin composition;toxin content;toxin profile,0
horizontal gene transfer,toxin synthesis,105.99671152522231,9,58.0,1.9007494288185203,726,25,alexandrium;biosynthesis;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis;sxta;sxtg,0
alexandrium,gymnodinium catenatum graham,105.98086379891706,17,70.0,4.249972620367159,4730,10,dinoflagellates;each toxin;gonyautoxins;gymnodinium;gymnodinium catenatum;neosaxitoxin;paralytic shellfish poisoning;paralytic shellfish toxin profiles;paralytic shellfish toxins;paralytic toxin;saxitoxin;saxitoxin analogues;shellfish toxin profiles;sulfocarbamoyl toxins;toxin analogues;toxin composition;toxin profile,0
saxitoxin biosynthesis,growth and toxin,105.90492510494232,10,72.0,2.0761280482282025,1560,20,alexandrium;alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;phosphorus;saxitoxin;temperature;toxin content;toxin production,0
alexandrium catenella,pst biosynthesis,105.88725201191029,10,76.0,2.2017747495480733,708,19,alexandrium;biosynthesis;dinoflagellates;gene expression;genes involved;paralytic shellfish toxins;saxitoxin;sxta;toxin content;toxin production,0
gymnodinium,toxic cyanobacteria,105.87236880134337,13,90.0,3.057149337323816,1638,11,alexandrium tamarense;cyanobacteria;dinoflagellates;genes involved;involved in stx;paralytic shellfish poisoning;saxitoxin;stx-producing;sxt genes;sxta;sxtg;toxic species;toxin production,0
alexandrium pacificum,gene transfer,105.87072601826088,7,77.0,1.4188235054884324,506,23,alexandrium;biosynthesis;dinoflagellates;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis;sxta,0
genes involved,cellular toxin,105.86055933390385,12,69.0,2.594808301962524,1276,18,alexandrium;alexandrium minutum;alexandrium tamarense;biosynthesis;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;sxta;sxta and sxtg;sxtg;toxin production,0
alexandrium fundyense,sxt gene,105.8260717233095,10,84.0,2.0867408226920126,1250,17,alexandrium;alexandrium minutum;biosynthesis;dinoflagellates;genus alexandrium;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;saxitoxin biosynthesis;sxta,0
toxin content,pst-producing,105.81228167151791,12,63.0,2.8360314781091724,2014,19,alexandrium;biosynthesis;dcstx;dinoflagellates;gene cluster;gymnodinium;gymnodinium catenatum;paralytic shellfish toxins;saxitoxin;sxta;toxin profile;toxins were analyzed,0
gonyautoxins,horizontal gene transfer,105.80887197832998,9,60.0,2.0100451758408684,1914,24,alexandrium;biosynthesis;dinoflagellates;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;phylogeny;saxitoxin;toxin analogues,0
saxitoxin biosynthesis,saxitoxin production,105.79948058721543,13,55.0,2.9222246351388557,1170,20,alexandrium;dinoflagellates;genus alexandrium;homologs;paralytic shellfish poisoning;paralytic shellfish toxins;producing dinoflagellates;saxitoxin;sxt genes;sxta;sxtg;toxin production;toxin synthesis,0
salinity,toxin accumulation,105.78614860337177,13,88.0,2.8247053298239426,752,12,alexandrium;alexandrium catenella;dinoflagellates;gonyautoxins;neostx;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxic dinoflagellate;toxin composition;toxin content;toxin production;toxin profile,0
salinity,strains of alexandrium,105.75234169126657,15,72.0,3.2806404171042987,2491,13,alexandrium;alexandrium minutum;alexandrium ostenfeldii;alexandrium tamarense;dinoflagellates;gonyautoxins;nitrogen;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin composition;toxin content;toxin content and composition;toxin production;toxin profile,0
biosynthesis,species of alexandrium,105.64821466478534,12,44.0,2.601176370340165,2184,24,alexandrium;alexandrium tamarense;dinoflagellates;evolution;genus alexandrium;gymnodinium;paralytic shellfish poisoning;paralytic shellfish toxins;phylogeny;saxitoxin;sxta;toxin composition,0
toxin synthesis,saxitoxin synthesis,105.61921819775287,15,52.0,3.42030693699746,825,18,alexandrium;alexandrium fundyense;alexandrium tamarense;biosynthesis;cyanobacteria;cyanobacteria and dinoflagellates;dinoflagellates;homologs;paralytic shellfish poisoning;producing dinoflagellates;saxitoxin;saxitoxin biosynthesis;sxta;sxtg;toxin production,0
evolution,sxtb,105.5831241669872,13,65.0,3.1840094502813114,1166,17,cyanobacteria and dinoflagellates;dinoflagellates;genes involved;homologs;involved in stx;paralytic shellfish poisoning;producing dinoflagellates;saxitoxin;stx-producing;sxt genes;sxta;sxtg;toxin production,0
sxta,saxitoxin analogues,105.55153174788177,10,67.0,2.062808474209336,2266,21,alexandrium;dinoflagellates;gymnodinium;gymnodinium catenatum;nitrogen;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin content;toxin profile,0
gymnodinium,toxin content and composition,105.52233963395526,16,73.0,3.6750078260797823,2964,11,alexandrium;alexandrium catenella;alexandrium tamarense;genus alexandrium;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxin profiles;paralytic shellfish toxins;saxitoxin;shellfish toxin profiles;strains of alexandrium;sulfocarbamoyl toxin;temperature;toxin composition;toxin content;toxin profile,0
alexandrium minutum,each toxin,105.3843189354745,16,62.0,3.511239615015254,2210,14,alexandrium;alexandrium fundyense;dinoflagellates;gonyautoxins;gymnodinium;gymnodinium catenatum;nitrogen;paralytic shellfish poisoning;paralytic shellfish toxins;phosphorus;producing dinoflagellates;saxitoxin;strains of alexandrium;toxin content;toxin production;toxin profile,0
phylogeny,origin of saxitoxin,105.3735501669673,12,35.0,2.947219187541165,429,26,biosynthesis;cyanobacteria;dinoflagellates;evolution;gene transfer;horizontal gene;horizontal gene transfer;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis;sxt genes;sxta,0
alexandrium spp,sxta and sxtg,105.33323655899844,11,62.0,2.334316328026201,780,21,alexandrium;alexandrium minutum;cyanobacteria;dinoflagellates;nitrogen;paralytic shellfish poisoning;paralytic shellfish toxins;phosphorus;saxitoxin;sxta;toxin production,0
sxta,growth and toxin production,105.31576728921642,12,51.0,2.666764666257066,2060,22,alexandrium;alexandrium tamarense;cellular toxin;dinoflagellates;nitrogen;paralytic shellfish toxins;phosphorus;saxitoxin;toxic dinoflagellate;toxin content;toxin production;toxin profile,0
evolution,core genes,105.27981132118714,8,65.0,1.802593909343821,848,24,alexandrium;biosynthesis;genes involved;involved in stx;paralytic shellfish toxins;saxitoxin;saxitoxin biosynthesis;sxta,0
gene expression,homologs,105.22747777741324,11,69.0,2.4498644388070407,858,19,alexandrium;biosynthesis;dinoflagellates;genes involved;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis;sxta;sxta and sxtg;sxtg;toxin production,0
pyrodinium,biosynthesis genes,105.217033815772,9,64.0,2.0303606247296817,518,23,alexandrium;clade;dinoflagellates;evolution;genus alexandrium;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis;sxta,0
gymnodinium,toxin accumulation,105.14474489463295,13,90.0,2.859898546523388,1248,11,alexandrium;alexandrium catenella;dcstx;dinoflagellates;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin analogues;toxin composition;toxin content;toxin production;toxin profile,0
toxin-producing,neosaxitoxin,105.10814256635894,12,68.0,2.6130242181583667,690,18,alexandrium;alexandrium tamarense;dinoflagellates;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;paralytic toxin;phylogeny;saxitoxin;toxin content;toxin production;toxin profile,0
biosynthesis,sulfocarbamoyl toxin,105.06307305528975,15,50.0,3.334011955869547,3367,18,alexandrium;alexandrium catenella;alexandrium tamarense;dinoflagellate species;dinoflagellates;genus alexandrium;gonyautoxins;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;temperature;toxin composition;toxin content,0
phylogeny,strains of alexandrium,104.98203538391137,13,58.0,2.74944995015086,1749,19,alexandrium;alexandrium ostenfeldii;alexandrium tamarense;dinoflagellates;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;producing dinoflagellates;saxitoxin;sxta;toxin content;toxin production;toxin profile,0
producing dinoflagellates,growth and toxin,104.94154505046524,13,82.0,2.7524584024365173,1584,13,alexandrium;alexandrium tamarense;dinoflagellates;gonyautoxins;nitrogen;paralytic shellfish poisoning;paralytic shellfish toxins;phosphorus;saxitoxin;toxin composition;toxin content;toxin production;toxin profile,0
phosphorus,neosaxitoxin,104.91817162395682,13,82.0,2.767630015750725,1380,13,alexandrium;alexandrium tamarense;dinoflagellates;each toxin;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;temperature;toxin composition;toxin content;toxin production;toxin profile,0
freshwater cyanobacteria,toxic species,104.87454081834031,14,56.0,3.15393693340422,920,18,alexandrium;alexandrium tamarense;biosynthesis;cyanobacteria;dinoflagellates;genes involved;homologs;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;sxt genes;sxta;toxic algae;toxin production,0
biosynthesis gene,homologs,104.77764550524361,12,67.0,2.676168143501797,663,18,alexandrium;biosynthesis;cyanobacteria;dinoflagellates;genes involved;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis;sxta;sxta and sxtg;sxtg;toxin production,0
alexandrium pacificum,stx-producing,104.73069359105558,12,71.0,2.6235278378293105,828,17,alexandrium;alexandrium catenella;alexandrium tamarense;biosynthesis;dinoflagellates;genes involved;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;saxitoxin biosynthesis;sxta;toxin synthesis,0
